,datetime_jd,datetime_str,Arecibo,Goldstone,Green Bank,Very Large Array,FAST,Canberra DSS-43,EDSCC,Usuda Deep Space Center ,Effelsberg,Lovell,Madrid DSS-63,Parkes,AVN-Ghana
81,2462240.344,2029-Apr-13 20:15,-3.1556602680802825,-40.916226665498385,-13.486348551697404,-35.21630636618761,-2.8073132574650685,-36.288474018569076,-20.575455455167003,-27.430325181542656,34.01115256814443,29.038307148354427,39.929625803571604,-36.6604000768648,67.05050467172188
82,2462240.347,2029-Apr-13 20:20,-0.5813585698369224,-38.62868441842008,-11.018394020738015,-32.838044022032605,-4.692661157388599,-38.85621622710471,-21.55358702827216,-28.6531329257363,35.56350047156063,30.790259850373403,42.096320728111806,-39.26134818610723,69.99249511998312
83,2462240.351,2029-Apr-13 20:25,2.437238452880038,-36.002293530623376,-8.170264776401595,-30.101095067772036,-6.933717318475132,-41.73693372274843,-22.732734522906355,-30.09279264829746,37.16382530979656,32.66050998513981,44.4571360990588,-42.18857612105677,73.42623661282498
84,2462240.354,2029-Apr-13 20:30,5.21982569465213,-33.507087721481895,-5.4884302782901955,-27.521450091281665,-8.882491487824737,-44.43627819840191,-23.634825961452293,-31.22562476462376,38.69167190711891,34.45701904703948,46.68797084694339,-44.925488344226835,76.54148456575487
85,2462240.358,2029-Apr-13 20:35,8.46435498873278,-30.656098233432814,-2.4082028105164284,-24.566422807808138,-11.171523385941981,-47.44130501036287,-24.706631784109803,-32.53570003368773,40.207369905920835,36.33026662841601,49.05431678378553,-47.983408701622096,80.0829397053735
86,2462240.361,2029-Apr-13 20:40,11.481763775235137,-27.93306389260941,0.5171434779245914,-21.761622630812752,-13.160475063086096,-50.272503573473955,-25.49136775599503,-33.52525057826553,41.64488094470407,38.12868672355708,51.278336426952066,-50.85899212368926,83.05733584917665
87,2462240.365,2029-Apr-13 20:45,14.978361090518533,-24.83687911137305,3.8600750433813857,-18.56400508468353,-15.465598641646835,-53.39669418762398,-26.405873117728234,-34.64066293172411,42.986876719130265,39.941260916998544,53.5354983317368,-54.04614042992759,85.47847705773725
88,2462240.368,2029-Apr-13 20:50,18.25367219140449,-21.86478338212015,7.058814616621106,-15.509579425112534,-17.459053054688454,-56.35099392178142,-27.02240969671567,-35.41969948065595,44.23237619697249,41.66508549458519,55.608040774514016,-57.05610065990976,84.85746560066767
89,2462240.372,2029-Apr-13 20:55,22.022009251288225,-18.502633232482268,10.69379630285789,-12.045178441119916,-19.733605491866328,-59.57569911051695,-27.72027172687153,-36.261541307498675,45.272828830904956,43.311545694532406,57.541215618517306,-60.36068216855793,81.76994099710356
90,2462240.375,2029-Apr-13 21:00,25.568057436334144,-15.26186289453409,14.192386700201666,-8.718749446542219,-21.68004410547968,-62.62671028029513,-28.11024452242043,-36.75186930008235,46.18614036670386,44.837615984766074,59.200969266857,-63.48740008859659,78.00392078372383
91,2462240.378,2029-Apr-13 21:05,29.246715836734445,-11.882622254485952,17.846822803734028,-5.251208420248872,-23.582375086440237,-65.71024414808153,-28.370550229118763,-37.07546635889075,46.88436314441004,46.21360314742802,60.53561373052321,-66.66174695901842,73.91313386011578
92,2462240.382,2029-Apr-13 21:10,33.41976715034174,-8.093006999410633,21.958054721018556,-1.3531329262917922,-25.688966131373462,-68.9857623405558,-28.629597398114342,-37.35474390310648,47.18391031845414,47.315492028514896,61.32292244423641,-70.07190122499779,69.30246611876069
93,2462240.385,2029-Apr-13 21:15,37.34196352048059,-4.4284286489188815,25.931575019336066,2.4055151918687017,-27.434161835766986,-72.03545241044543,-28.57589201472355,-37.27424199021068,47.31088897243548,48.22069033064251,61.658936161570026,-73.26799915559724,64.85301727993071
94,2462240.389,2029-Apr-13 21:20,41.73141484564623,-0.34662766069682505,30.364743118400177,6.6010358187106135,-29.314183907017508,-75.12175301388919,-28.464749273137954,-37.07929135572634,46.92872990630684,48.6992544244109,61.19076604168346,-76.57635320190826,59.96650837371463
95,2462240.392,2029-Apr-13 21:25,45.81634276951535,3.5974198555702372,34.644116634148844,10.644556097063742,-30.808039615323594,-77.80818230003104,-28.051739577079246,-36.54016116028359,46.37989660621248,48.941410010022274,60.27807199656502,-79.51923807508982,55.33010859522619
96,2462240.396,2029-Apr-13 21:30,50.295955365028895,7.956162903865817,39.37137512831285,15.120800079552282,-32.35622300582021,-80.02467277903051,-27.532470003304965,-35.83006771257182,45.27051539239625,48.63806324600148,58.505814879108996,-82.05705683430344,50.31697528550657
97,2462240.399,2029-Apr-13 21:35,54.36588171586169,12.15258484454003,43.912081873536806,19.41917927015352,-33.49902204993995,-81.19917209123543,-26.73902951349011,-34.81532204663601,44.049954212291745,48.1099618949946,56.46925012911433,-83.35849251697903,45.619307371269066
98,2462240.403,2029-Apr-13 21:40,58.67035653809904,16.748961865155934,48.87079795050179,24.13233597973047,-34.612212139399716,-80.82708822930434,-25.803635535111425,-33.59396118943441,42.291027860312965,46.998716241671076,53.70724037245033,-82.65223938836311,40.60886955180115
99,2462240.406,2029-Apr-13 21:45,62.36277883455713,21.144882382993345,53.592937487305775,28.626680990865502,-35.31656469608522,-79.26104200783627,-24.640022857904498,-32.1308357084222,40.51584963126459,45.74202210123112,50.91596486982576,-80.56751618731593,35.97019879827111
100,2462240.41,2029-Apr-13 21:50,65.94678112795026,25.912775387785004,58.68557085283699,33.50281895109311,-35.915424688314474,-76.61536656335258,-23.314382277453717,-30.447181555546052,38.279004246400184,43.952118099989974,47.584357330298516,-77.47646064838776,31.081044743896356
101,2462240.413,2029-Apr-13 21:55,68.53778108153915,30.429802969487525,63.47904741614157,38.105709660185035,-36.127866027001275,-73.76291866046313,-21.821745576534212,-28.6009509637163,36.13183413291159,42.13804990349193,44.411361673423535,-74.31914992928165,26.60776379824233
102,2462240.417,2029-Apr-13 22:00,70.38544913939737,35.27972693627128,68.583669571804,43.04460435814996,-36.178144284791884,-70.42253544751398,-20.160825073362304,-26.536843150117917,33.62057957574906,39.89080380263474,40.85525822939772,-70.75278980366383,21.93651561055981
103,2462240.42,2029-Apr-13 22:05,70.82877515249771,39.82109808119458,73.32343002822394,47.64781222906411,-35.89465668516728,-67.2288652779649,-18.40297642985881,-24.395516232406607,31.290360754759362,37.74029071834316,37.579466175826326,-67.39383233029875,17.7091960563191
104,2462240.424,2029-Apr-13 22:10,70.08233821452684,44.6504423076843,78.31059110520862,52.53345548014063,-35.416667659756286,-63.73049846067801,-16.479582317456263,-22.047738545016117,28.688091947660624,35.26333887460902,34.0345899755346,-63.76167738247818,13.321969499949802
105,2462240.427,2029-Apr-13 22:15,68.28821627953634,49.11385429492962,82.86846614189105,57.02018699696442,-34.68259346422606,-60.48389433661069,-14.530622389106497,-19.70497495550356,26.3313887477398,32.97642763472875,30.838188777644135,-60.40786371107288,9.39017333427006
106,2462240.431,2029-Apr-13 22:20,65.65739320292116,53.82093036264233,87.52984611066348,61.73177052946707,-33.74271900683377,-57.003853811979184,-12.42230334959551,-17.168919477026748,23.77651907710616,30.452029514710816,27.448984870711904,-56.833417457928334,5.321822716787594
107,2462240.434,2029-Apr-13 22:25,62.730013698497444,58.11213668879702,87.77744316208316,65.98315289722595,-32.63711270453244,-53.81758125620803,-10.354828036916118,-14.710847069560288,21.503962272498057,28.176596552526206,24.438464242679615,-53.566916862248235,1.706537970658033
108,2462240.438,2029-Apr-13 22:30,59.357228019149034,62.60723705162266,83.40477085438542,70.38850665807064,-31.326965170724975,-50.43436506405726,-8.133313814948835,-12.069809992559158,19.086908357149085,25.728462565521326,21.283063348398485,-50.108170987212105,-2.033753317950527
109,2462240.441,2029-Apr-13 22:35,56.109014369677894,66.64657678016782,79.41512810953948,74.25392845192495,-29.940947689593415,-47.365053902519804,-6.010254066178078,-9.567631258887289,16.966109336767133,23.55863588982831,18.511465077868465,-46.97257379575211,-5.333084009305523
110,2462240.444,2029-Apr-13 22:40,52.85590927980847,70.53338579280761,75.57177746767535,77.82400541699786,-28.456394437854726,-44.36599930981134,-3.8843375416823136,-7.069976057414635,14.931803723176344,21.459730986914053,15.86389758722585,-43.91178668892337,-8.481481249413378
111,2462240.448,2029-Apr-13 22:45,49.36752228541589,74.55792591326723,71.56917239884149,81.17110593307945,-26.775018270108106,-41.19851827642992,-1.6059380504707121,-4.395461604701609,12.802828894436672,19.246962584195245,13.109059213858075,-40.6818298096278,-11.751232156507058
112,2462240.451,2029-Apr-13 22:50,46.22151622500975,78.05339166808895,68.04483669523148,83.29753865800515,-25.132221932177615,-38.35654224652785,0.5073668500671147,-1.9275739348464214,10.96278445307739,17.31916711328701,10.719442591013632,-37.78407527975513,-14.607751444781158
113,2462240.455,2029-Apr-13 22:55,42.87636322978098,81.53126650233348,64.36564895479856,83.69887072795287,-23.294909895938957,-35.35612645771417,2.777076594993787,0.719372662308146,9.048150519532953,15.299975437255085,8.23501554386209,-34.725224172598146,-17.586977205443773
114,2462240.458,2029-Apr-13 23:00,39.91637273463316,84.15808219627242,61.15131172330375,82.25474541164728,-21.55670150186353,-32.681603667676086,4.848463055594024,3.1270474645846633,7.406430271265776,13.55548340289593,6.094506068009537,-31.99853213820721,-20.174011018284162
115,2462240.462,2029-Apr-13 23:05,36.76506428446392,85.53397814989995,57.77693139321031,79.6738691256913,-19.622564096789986,-29.8546231807952,7.083285963809885,5.719801914166652,5.704156939950991,11.734254281810564,3.86686151481274,-29.115422926526477,-22.885162501871605
116,2462240.465,2029-Apr-13 23:10,34.01058289953226,84.63838400862866,54.84827351191047,77.02799452882543,-17.835425716109555,-27.35013094497927,9.094315701066165,8.048906724782853,4.254482490107776,10.171545772810006,1.9591878537078031,-26.561057964124302,-25.225266879275352
117,2462240.469,2029-Apr-13 23:15,31.061356624816575,82.25380068346452,51.75082602205756,74.0203307837339,-15.847623268738673,-24.696818014441376,11.277914780962234,10.571724501775847,2.754990650901533,8.542386314545269,-0.02992562942604593,-23.85295173257566,-27.6893544486457
118,2462240.472,2029-Apr-13 23:20,28.506665414576055,79.74848932869916,49.07816786308442,71.33347905024095,-14.044125646775086,-22.359876062974777,13.21844160871774,12.812933733609341,1.485833478347729,7.152691246784258,-1.7236962018927784,-21.46767239690783,-29.802984283327703
119,2462240.476,2029-Apr-13 23:25,25.749823949770885,76.8760050124981,46.22713018488949,68.3973471224148,-12.032849621687916,-19.876599167880173,15.341763322608884,15.257962296186207,0.1760492611315243,5.7046692604427705,-3.493531637587921,-18.93038610059402,-32.03789367148957
120,2462240.479,2029-Apr-13 23:30,23.379213369870342,74.33495318527731,43.78025783272566,65.84663480874116,-10.23484430298349,-17.70167238474906,17.207454077716548,17.408202102223385,-0.9262143899605775,4.4759847823481635,-4.9923123869206165,-16.708210010044795,-33.94220351116351
121,2462240.483,2029-Apr-13 23:35,20.798266395640297,71.54040809347008,41.14598035035743,63.06428737053233,-8.220473636130194,-15.382588194999997,19.266487289211412,19.772982508401057,-2.060408891436296,3.1962726961823336,-6.561200440257835,-14.3355930539837,-35.96190627612958
122,2462240.486,2029-Apr-13 23:40,18.592964492466194,69.13091540563502,38.89655689025696,60.67613601656039,-6.441930571280281,-13.362453241579061,21.056895778346714,21.833321593345616,-3.009710780637505,2.1156641022975293,-7.882585310776008,-12.269036007209564,-37.67035041784722
123,2462240.49,2029-Apr-13 23:45,16.169795901888534,66.48183922426719,36.45196443748835,58.05588518968379,-4.437740944221176,-11.200631849798356,23.050911682019205,24.11887632520201,-3.9821786470880625,0.9912459230120731,-9.267104999441443,-10.054002895656083,-39.48473590863557
124,2462240.493,2029-Apr-13 23:50,14.111227681595963,64.2217762112219,34.37468256627015,55.824621804719904,-2.6870932247842063,-9.327403853677183,24.76796621223839,26.092886724234774,-4.79177598129057,0.04613252259659362,-10.426785042598212,-8.135038025442128,-41.007023570729956
125,2462240.497,2029-Apr-13 23:55,11.828455166289146,61.72072593688813,32.095935558562395,53.35663897207099,-0.7013711744767619,-7.315602283303491,26.698215275836517,28.302322863596117,-5.615491538289859,-0.9353272644183761,-11.64151488034939,-6.070292009542811,-42.62208502304941
126,2462240.5,2029-Apr-14 00:00,9.89957543521696,59.60216497660398,30.16876525187154,51.268427340166674,1.0167492809314211,-5.581319172994029,28.345159222101515,30.194959872019552,-6.297605204809813,-1.7566409851031892,-12.65324538007306,-4.290897404773844,-43.96453926254256
127,2462240.503,2029-Apr-14 00:05,8.029122419594657,57.54886021465761,28.308254357910656,49.245390114353086,2.715387074565058,-3.9117265710334834,29.957013337685204,32.04751139075437,-6.9236733713121055,-2.5231669283636506,-13.599162297196429,-2.5765764311132955,-45.22315308739343
128,2462240.507,2029-Apr-14 00:10,5.927368611384878,55.24772925765828,26.239487586784215,46.97792236754204,4.662646726052756,-2.1095799533993898,31.794610696910816,34.14930934480299,-7.550025711439844,-3.314452000225984,-14.586482703225712,-0.7220175342752242,-46.54883272805097
129,2462240.51,2029-Apr-14 00:15,4.164845858175482,53.31538481773291,24.501989596007235,45.075232972585844,6.326571376617252,-0.5675660330993963,33.34239758156605,35.929084760694096,-8.064644923931183,-3.972537062364623,-15.401735336365732,0.8640895847319001,-47.632450296001764
130,2462240.514,2029-Apr-14 00:20,2.168092808304195,51.130887042609636,22.55353018185589,42.92388584656558,8.247631560777265,1.10136072741021,35.12298950064957,37.9662631225238,-8.569531976385292,-4.646779829951697,-16.247678927119097,2.585014967595697,-48.7609100093853
131,2462240.517,2029-Apr-14 00:25,0.501639215685799,49.30602643394587,20.924448385789134,41.12778868079373,9.87692750674637,2.5224677079915097,36.61049461653651,39.67877770273169,-8.98201589159521,-5.205272356252365,-16.94186414732914,4.049505014929778,-49.67003037999078
132,2462240.521,2029-Apr-14 00:30,-1.400738044715311,47.22539373528889,19.082911153992782,39.07968912547851,11.771289008433996,4.0636888615839695,38.336710096326996,41.655908733831694,-9.374460177471377,-5.770903887812366,-17.655200242840806,5.642154168864593,-50.59868331383373
133,2462240.524,2029-Apr-14 00:35,-2.981137369558226,45.49579175922535,17.549983997936792,37.37797531545005,13.366909593179969,5.369860172408579,39.76741518808103,43.30637624251431,-9.69311422998463,-6.237627675027497,-18.23669120387774,6.990882385120372,-51.33303629240848
134,2462240.528,2029-Apr-14 00:40,-4.797985895533003,43.50762546984081,15.804208775750226,35.42182173798266,15.234872045748887,6.788175120699776,41.441499204823195,45.22767841163372,-9.981229502840776,-6.702133295668858,-18.825128734046075,8.459850770226652,-52.059231787650106
135,2462240.531,2029-Apr-14 00:45,-6.3006317398270255,41.86258338663766,14.357232745318356,33.803932774883165,16.798215637900086,7.984640381270253,42.81832699342483,46.82076027690701,-10.213480791318332,-7.084008797235683,-19.301300359872926,9.697890433979325,-52.61887152225103
136,2462240.535,2029-Apr-14 00:50,-8.039214962035388,39.95693136935112,12.697959692484105,31.929958527819103,18.640582733048717,9.284153616131874,44.44197988093935,48.689953839017875,-10.4045835591414,-7.454045546728011,-19.77170998299826,11.047034959573196,-53.14123541070535
137,2462240.538,2029-Apr-14 00:55,-9.470975599027994,38.38714881840366,11.328411051974712,30.386788775413713,20.173342502280704,10.375491688732225,45.76724135620103,50.22972849403175,-10.557108928280613,-7.757230437524811,-20.14916515326719,12.178773805551884,-53.52768025522519
138,2462240.542,2029-Apr-14 01:00,-11.137158316379058,36.555427240104855,9.747989145859407,28.58663455793421,21.991196861434602,11.559692226268837,47.341451366734184,52.04989325406563,-10.657857198503024,-8.038775434419435,-20.507799678348107,13.411295039530799,-53.847392177763965
139,2462240.545,2029-Apr-14 01:05,-12.503596541010467,35.0529368158027,8.448815223884608,27.110433276217343,23.495151759572607,12.54986344068395,48.61668605311999,53.5397018669621,-10.736685323430805,-8.268769650547839,-20.792525495272756,14.44046968964318,-54.064526269274666
140,2462240.549,2029-Apr-14 01:10,-14.10200562322872,33.287798447974545,6.940963113436254,25.37699335881942,25.28971540791362,13.6217070397513,50.14158987149149,55.31315108504447,-10.753172796361014,-8.467227017349998,-21.045176779637487,15.558999125847137,-54.18623485194405
141,2462240.552,2029-Apr-14 01:15,-15.407593561622505,31.84575242500462,5.706309975185022,23.961138021438117,26.76669840893407,14.514164876464235,51.36752094989283,56.7555600440806,-10.763768765980586,-8.62897367881358,-21.24268348808768,16.488813839391753,-54.24083851325787
142,2462240.556,2029-Apr-14 01:20,-16.94178517310783,30.140910801679816,4.265884122108119,22.288374670442167,28.53926517818727,15.476194901556127,52.84226313709231,58.483700597449186,-10.701613953552268,-8.749280190299672,-21.394817591149902,17.49554237259659,-54.17303002868718
143,2462240.559,2029-Apr-14 01:25,-18.189981012145296,28.7534973169128,3.0909616764419354,20.92727925493584,29.99103020837341,16.27395621982383,54.01860254830076,59.88027647961013,-10.648969908534184,-8.847259437134028,-21.51024839169189,18.32874398351032,-54.07480677091448
144,2462240.563,2029-Apr-14 01:30,-19.662528124322947,27.103616119139623,1.7138149828066958,19.310107991389316,31.74288857614721,17.128384326465294,55.44112817209825,61.5633431697986,-10.513366769389151,-8.893945944472975,-21.56707849837774,19.225511431893025,-53.82951687730986
145,2462240.566,2029-Apr-14 01:35,-20.855962447069913,25.7658453110526,0.5946666658324773,17.999007020190405,33.17113159266605,17.834189354663422,56.56644943774799,62.9144583914577,-10.402094479235842,-8.9322840195982,-21.605325418390024,19.964559465548476,-53.590649678685736
146,2462240.569,2029-Apr-14 01:40,-22.02414921358732,24.450609205554684,-0.4991459028259584,16.710607134764572,34.58750679485959,18.498339235107665,57.666308641401905,64.2427688859982,-10.265793887222472,-8.94482665763644,-21.61015894959266,20.66084603939248,-53.2928518755607
147,2462240.573,2029-Apr-14 01:45,-23.409048157160754,22.87406244945626,-1.7890469878309148,15.168064549501295,36.30983962307986,19.19933730097715,59.00477088970585,65.85549461460832,-10.03219245867679,-8.892008780623229,-21.53757281075957,21.40007186970287,-52.81694671951763
148,2462240.576,2029-Apr-14 01:50,-24.52508109710304,21.602362062708863,-2.831671734330371,13.923878886530417,37.70511814171401,19.77530575451874,60.04927467086935,67.13597013140767,-9.843377659083288,-8.850388493899032,-21.47200874387505,22.005581337914336,-52.39898578899761
149,2462240.58,2029-Apr-14 01:55,-25.85126134290023,20.070740163148344,-4.06530770597648,12.42752205924674,39.40983115125859,20.373659376082244,61.32384567628128,68.69612136401196,-9.547696846265993,-8.733858388245835,-21.31633447255129,22.638895478658497,-51.784658293177415
150,2462240.583,2029-Apr-14 02:00,-26.91596081490229,18.839263851339908,-5.0590162381922,11.224460921980736,40.78544079575894,20.863753779991,62.307726072369945,69.92366122531783,-9.310138647713899,-8.641447509597853,-21.184719983794793,23.155672486687976,-51.26102574137303
151,2462240.587,2029-Apr-14 02:05,-28.183249562698435,17.349627553085767,-6.238079822327407,9.771611120355146,42.47359070858845,21.36138233374149,63.50972679182409,71.42182299314558,-8.956498818030028,-8.46480687193538,-20.950686454430212,23.68465502168003,-50.52515378966123
152,2462240.59,2029-Apr-14 02:10,-29.196806885363614,16.155590463909917,-7.1846201048061715,8.607112927779283,43.83083981701496,21.767888462564983,64.42555200587366,72.58670953255515,-8.673701335147769,-8.324753483446187,-20.757202239804812,24.1147501695189,-49.90988230345454
153,2462240.594,2029-Apr-14 02:15,-30.404362113158854,14.705487896066614,-8.310291805254181,7.195586929980294,45.503441873141014,22.166798663346,65.54339671758903,74.00618799365702,-8.265934901094369,-8.091374070939253,-20.44938607168588,24.541111640264177,-49.06854639799883
154,2462240.597,2029-Apr-14 02:20,-31.366396914766867,13.546551373063153,-9.210968346620746,6.067539619158524,46.843535645277946,22.492051310967383,66.38118488054418,75.09091740130481,-7.941160704647558,-7.906630718888536,-20.198052863289348,24.88666374216423,-48.37466625005786
155,2462240.601,2029-Apr-14 02:25,-32.512749721182374,12.133974499645518,-10.283993572545867,4.6956046690073805,48.50149309230199,22.794463942743448,67.3997668487667,76.40221071792656,-7.4829157074635475,-7.619755924686871,-19.82095139101098,25.212384358966602,-47.44269187936271
156,2462240.604,2029-Apr-14 02:30,-33.42235606007547,11.008183321192561,-11.139730386652786,3.602284966459081,49.825547975814565,23.040896121268403,68.14668365222171,77.37576857830102,-7.119202306343581,-7.393097535306282,-19.51562523191501,25.475679573561848,-46.681914822628585
157,2462240.608,2029-Apr-14 02:35,-34.505442547690734,9.631506509908533,-12.160460306199042,2.2686024344544933,51.469713517127644,23.249235183529123,69.04715831351294,78.52712677251677,-6.613883168388526,-7.0557868229873435,-19.0735715819161,25.70301051747603,-45.67251426653843
158,2462240.611,2029-Apr-14 02:40,-35.36121585329512,8.537261339618212,-12.97183971604261,1.2086491658813685,52.778736878490506,23.419416149099803,69.68750449303298,79.33580835156049,-6.214074491215982,-6.789838906485272,-18.717952255079467,25.886527295133362,-44.85513574079155
159,2462240.615,2029-Apr-14 02:45,-36.37843008916492,7.195202837530161,-13.94029523975938,-0.08776430904626409,54.40987969917222,23.536379347662347,70.44754321226071,80.24010908367096,-5.664907024148022,-6.405029797634924,-18.21515117761507,26.01806848036783,-43.779880446243055
160,2462240.618,2029-Apr-14 02:50,-37.1785275102316,6.13120373080055,-14.707617256577237,-1.1154048116038808,55.70479520101518,23.63303868537089,70.96347618633348,80.79924507098379,-5.231665424631714,-6.102280621488916,-17.812774617908104,26.124506208646842,-42.914787049646094
161,2462240.622,2029-Apr-14 02:55,-38.12677645520765,4.822781662017789,-15.623533681315251,-2.3752184348978744,57.323630643214244,23.661588211756097,71.55878211202085,81.33207522499836,-4.641683123016577,-5.67277413963474,-17.253263472280224,26.16320084684527,-41.78363444218573
