,datetime_jd,datetime_str,Canberra DSS-43,Parkes,Madrid DSS-63,Lovell,Effelsberg,AVN-Ghana,Goldstone,Green Bank,Very Large Array,Arecibo,FAST,EDSCC,Usuda Deep Space Center 
75,2462240.323,2029-Apr-13 19:45,10.871497865560588,10.874353948429729,10.051843452127214,10.183303305568236,10.09285448344968,9.759598171671115,11.333318247136145,10.96896188954125,11.275242250033305,10.811797178257708,10.352234724239736,10.739103105952406,10.829780758168228
76,2462240.326,2029-Apr-13 19:50,10.670625746719786,10.67389732294879,9.786768519710721,9.921019821328263,9.833120357972623,9.498441370527189,11.076016050567386,10.698985621884512,11.014037463418793,10.53789462987129,10.142134574688036,10.519267732978454,10.613879874500565
77,2462240.33,2029-Apr-13 19:55,10.478303943511536,10.482136371364977,9.522438293633318,9.660079064156214,9.575404977875088,9.238264374839037,10.81810174589358,10.426659881402726,10.751519200554691,10.260487247460002,9.94228618662729,10.307499523688922,10.406349410056787
78,2462240.333,2029-Apr-13 20:00,10.286029257160404,10.29025770269824,9.265185231299988,9.40523920429168,9.323619956500739,8.986622937240186,10.564797296686448,10.161114880163026,10.4943035088435,9.9914577849751,9.74187857528856,10.09534890471458,10.198010252401128
79,2462240.337,2029-Apr-13 20:05,10.102635679658244,10.107397580885058,9.009876953112293,9.152815062153904,9.075011376286398,8.73747099513083,10.311014269835205,9.893627641344269,10.235953653226149,9.719463670956957,9.552471230842098,9.89173898913446,9.998425765659814
80,2462240.34,2029-Apr-13 20:10,9.920135745279898,9.925263552066513,8.762291730027314,8.907128926221736,8.83295530513306,8.49754351277417,10.062716437424154,9.633731261786277,9.983774967197192,9.456680585633821,9.363140433562494,9.688456631442076,9.798772616293892
81,2462240.344,2029-Apr-13 20:15,9.746875650524977,9.752496476667643,8.518112653330014,8.665162266957301,8.595466181899743,8.261919785190054,9.814194517345586,9.372477843830586,9.730775794104028,9.191686905961992,9.185600483834367,9.494241243637497,9.608298567973026
82,2462240.347,2029-Apr-13 20:20,9.57547492028542,9.581418837686615,8.282491679321616,8.430751092993056,8.365334232529383,8.036408126584755,9.572164075497346,9.119774221030875,9.484950314510096,8.936896364844223,9.008915096823731,9.301203759674387,9.418632428701573
83,2462240.351,2029-Apr-13 20:25,9.413697382649241,9.420078537515524,8.052046643619551,8.201635938681418,8.141430545203425,7.817360661658317,9.330319772461685,8.86652576838183,9.238790917173656,8.680920767285357,8.844842804426767,9.117814889539881,9.23861160911384
84,2462240.354,2029-Apr-13 20:30,9.254863594826984,9.261510105217004,7.831221347903548,7.981110068221411,7.925904388972461,7.609538240548462,9.096133691455968,8.62297418982012,9.000973583298126,8.436342026468605,8.682548468311687,8.936605885583878,9.06042148909226
85,2462240.358,2029-Apr-13 20:35,9.10605150173042,9.113061821931108,7.61769231142335,7.767768796257493,7.7185706390246756,7.410709721704873,8.8627432093807,8.379976962253478,8.76352986742758,8.191943519780063,8.533701885257853,8.765681992722762,8.892383579674055
86,2462240.361,2029-Apr-13 20:40,8.961377737316619,8.968578682716577,7.415098045480916,7.564295187366367,7.520873331103522,7.224447635323077,8.63837172664303,8.148055825322821,8.535798833533976,7.960382793177782,8.387694978613256,8.598097310087292,8.727349992263381
87,2462240.365,2029-Apr-13 20:45,8.827123456405555,8.83459509816817,7.222289239047325,7.3702272456141165,7.333644234368689,7.050059136109714,8.415654314808108,7.9181412669044615,8.309424941447865,7.730780311672794,8.255949434355431,8.441479838650478,8.573007794882702
88,2462240.368,2029-Apr-13 20:50,8.698292989707845,8.705861946410412,7.041981282539538,7.1875553200734075,7.15754559868139,6.889762136773772,8.20354517099526,7.700956413202339,8.094373783146263,7.515742751833863,8.128222163402613,8.289514755632188,8.422990720826233
89,2462240.372,2029-Apr-13 20:55,8.580255162650555,8.587980773317923,6.874285560647442,7.016823662110053,6.994467138583329,6.744473854732904,7.994249783024169,7.487646201031368,7.881996380743803,7.304917015173346,8.015500596811288,8.149225301913168,8.284220262156282
90,2462240.375,2029-Apr-13 21:00,8.46898721938869,8.476697665140287,6.720846204824122,6.859222350992563,6.844192449482861,6.614864367474571,7.797405040217831,7.289016712221918,7.682817242845408,7.110680309522756,7.9080524919199995,8.015035347517996,8.151225182411933
91,2462240.378,2029-Apr-13 21:05,8.367268704850964,8.374904176957841,6.58250278477785,6.715749223245029,6.708375438341246,6.5021602248465005,7.609550336268988,7.101284168066726,7.492997145490097,6.928593811136578,7.811559628210406,7.890679064346763,8.027648129627153
92,2462240.382,2029-Apr-13 21:10,8.276803932871843,8.284390487814724,6.461338045165499,6.588369563661681,6.589646485075463,6.409149491964097,7.426899079817154,6.921059351223763,7.3085363986034695,6.754996947776865,7.7309379059065035,7.779050897929699,7.916137785634136
93,2462240.385,2029-Apr-13 21:15,8.195135917313294,8.202509506040805,6.3570755280505,6.476832174028086,6.486269483597145,6.333838059136635,7.259909381111156,6.758920606140238,7.14055159500455,6.601434803291778,7.657486744246835,7.6758483547033585,7.81273514894604
94,2462240.389,2029-Apr-13 21:20,8.124886061094891,8.132050062203058,6.272895890975763,6.384095557672332,6.4025328606185425,6.280867663200324,7.100147454910597,6.607212568235704,6.980185422493393,6.459706795996211,7.600181618951046,7.585964583208363,7.721847260838649
95,2462240.392,2029-Apr-13 21:25,8.064721445781945,8.071522455424633,6.206969558642994,6.30872311740033,6.335506780484141,6.2462304329763345,6.958403431158438,6.475993727941243,6.838689873418116,6.34031454855482,7.551208809410313,7.506063920647531,7.640646215582457
96,2462240.396,2029-Apr-13 21:30,8.015995101040764,8.02241542981773,6.1634646549637555,6.254418664790838,6.290157715839327,6.235729772356477,6.826166065671013,6.358309580693635,6.7073349161150695,6.236183580297019,7.518345723739965,7.439911043859763,7.572274857570525
97,2462240.399,2029-Apr-13 21:35,7.978521561072891,7.98442406276915,6.138851567241744,6.218418151061493,6.262274722047938,6.243313915978731,6.714270180391669,6.26329139201382,6.59718071013764,6.156279188311642,7.494811640040136,7.385194792160768,7.515091665825462
98,2462240.403,2029-Apr-13 21:40,7.952336254810037,7.957685125866112,6.138050974491099,6.204955458382941,6.25726187039882,6.27569212229442,6.614222703632764,6.184746660034511,6.499728216019879,6.094715307807691,7.486996534168753,7.344415298584872,7.470856676991086
99,2462240.406,2029-Apr-13 21:45,7.938394871162547,7.943075352694007,6.155818856394462,6.209889159190392,6.269641879332943,6.324927450655715,6.536527746101373,6.13041429128608,6.42543036955367,6.058409547641601,7.489287142893722,7.316317889807343,7.439138160334866
100,2462240.41,2029-Apr-13 21:50,7.935405201770692,7.9393672177794565,6.197614871776048,6.23778291826902,6.305039817410784,6.3984184390842245,6.472801782862329,6.0948944017810796,6.366111654419698,6.0426924745909805,7.506544801184437,7.302037765979036,7.420231328980438
101,2462240.413,2029-Apr-13 21:55,7.94542539529123,7.9485822592252,6.256651667143884,6.283214556540561,6.356869084101799,6.4866956235653115,6.432793241348465,6.084102718836541,6.331164276428474,6.052030446152358,7.534435520058961,7.30138075776425,7.414901881454526
102,2462240.417,2029-Apr-13 22:00,7.96586879183144,7.968160080613197,6.338784048636275,6.3509434406654846,6.430828817631428,6.597689705516357,6.408338411823441,6.093479034408642,6.312844203240043,6.083019305566015,7.5762117411543795,7.314070593948181,7.421950453076607
103,2462240.42,2029-Apr-13 22:05,7.999825788548642,8.001197158937206,6.436023621202656,6.434516681036867,6.519513661967562,6.720875912929582,6.408031048362116,6.126837540581723,6.319080203233356,6.137503355337279,7.628899102191056,7.340954641498326,7.443296820270094
104,2462240.424,2029-Apr-13 22:10,8.04349272693035,8.043876653790466,6.554542768919448,6.538829080907192,6.628621873330384,6.864595645819821,6.424087945821842,6.180564931969359,6.3427179642194975,6.213447126246337,7.694124026812902,7.380363333885309,7.476279740488735
105,2462240.427,2029-Apr-13 22:15,8.100896805791788,8.100273389105382,6.685583421596073,6.65674430008215,6.750290614446067,7.017766282369554,6.463655225481246,6.256322257575684,6.389958161998791,6.310177409630716,7.770313019551923,7.434147632682355,7.523904964381532
