,datetime_jd,datetime_str,Arecibo Telescope,Goldstone Radio Telescope,Green Bank Interferometer (GBI),Green Bank Telescope (GBT),Green Bank 140 Foot Telescope (140foot),Very Large Array (VLA),Very Long Baseline Array (VLBA),FAST,CDSCC,EDSCC,Tsukuba Space Center ,Usuda Deep Space Center ,GREAT,Okinawa Tracking and Communications Station ,Masuda Tracking and Communications Station ,Katsuura Tracking and Communications Station ,Bisei Space Guard Center,Kamisaibara Space Guard Center ,Uchinoura Space Center 
95,2462240.392361111,2029-Apr-13 21:25,6.338848748107115,6.956651424292756,6.474524102547503,6.4745292562157415,6.474492093373106,6.836896326448772,6.836903997171475,7.552520639815104,8.064857833000625,7.506610293703478,7.647446348229664,7.641076685861299,7.641077403794125,7.7124355441660715,7.681833467466828,7.659472999403931,7.641977824075103,7.641977824075103,7.673652129836795
96,2462240.395833333,2029-Apr-13 21:30,6.236797149044358,6.8269724996300996,6.358940444217532,6.358945350799978,6.358911245733765,6.708150517974238,6.708158079478178,7.517792747578836,8.01598471288588,7.439707876159626,7.5769418172234975,7.572131144394707,7.572143887546237,7.657811917052901,7.622207851891061,7.589189513776563,7.578029681628104,7.578029681628104,7.61362574460171
97,2462240.399305556,2029-Apr-13 21:35,6.155277632639411,6.712807904652698,6.262203844702313,6.262208457018843,6.262177602970243,6.595720050545205,6.595727450031076,7.4957255726626695,7.978448038047637,7.385477744499454,7.518472119014444,7.51525591162503,7.515280745495016,7.615050928092567,7.574537948919499,7.530892124807134,7.52617695897603,7.52617695897603,7.5655862149680475
98,2462240.402777778,2029-Apr-13 21:40,6.095345101883441,6.6152689319307685,6.185462167123975,6.1854664384728375,6.185438998909303,6.5007588333163975,6.500766015751991,7.486409549148731,7.95245954632468,7.344278325522594,7.472411443218742,7.470813111433791,7.4708500037329895,7.584395250537491,7.539107717114709,7.484952083581266,7.48674121384562,7.48674121384562,7.529821246819959
99,2462240.40625,2029-Apr-13 21:45,6.0578153398046215,6.53538000021165,6.129682540370332,6.1296864260256605,6.129662525878045,6.424316121315046,6.424323030698164,7.4898590521324,7.9381820483388505,7.316396354372049,7.439074855146507,7.439104654281181,7.439153470302797,7.566027724832417,7.516140605175058,7.451682313950529,7.45998200591791,7.45998200591791,7.506557570318357
100,2462240.409722222,2029-Apr-13 21:50,6.043216721660492,6.474036389190446,6.095599855731038,6.095603314499961,6.095583032614519,6.367290398588978,6.36729697944271,7.506012912185188,7.935725905072603,7.302038081064731,7.418709246023099,7.42036357971283,7.42042408099597,7.560066775593111,7.505793573929566,7.431328486783555,7.44608960629724,7.44608960629724,7.495954827285528
101,2462240.413194444,2029-Apr-13 21:55,6.051758220274452,6.431964581556598,6.083675639608033,6.083678635302287,6.083661998866341,6.330387140525725,6.330393339530864,7.534736066131993,7.945146355591396,7.301321894269451,7.411485123656723,7.414746273725569,7.414818120099574,7.566562525005227,7.508151903076318,7.424060895890345,7.445178609732754,7.445178609732754,7.498100268894505
102,2462240.416666667,2029-Apr-13 22:00,6.083316816701804,6.409688008695071,6.094071695112836,6.094074197792468,6.0940611795955535,6.314083671787474,6.314089439429032,7.575824255768474,7.9664414819952984,7.314274599655169,7.417491220084459,7.422327554373654,7.42241030949289,7.585495438873128,7.523226694160867,7.429969087261422,7.457284444335736,7.457284444335736,7.513006192085384
103,2462240.420138889,2029-Apr-13 22:05,6.137447243855331,6.407502497674442,6.126642317587557,6.126644304443853,6.126634823157777,6.318605857403657,6.318611149486179,7.629008912399991,7.999551635295467,7.34082939043175,7.436730452745608,7.443097073578528,7.443190213511734,7.6167756035464365,7.550953246798698,7.449057799537276,7.482361012804562,7.482361012804562,7.5406082829117835
104,2462240.423611111,2029-Apr-13 22:10,6.213411300801298,6.425463047177682,6.1809455397952755,6.180946995597406,6.180940919251619,6.343918152993108,6.343922931890148,7.693964684450103,8.044359561593966,7.380828059702453,7.469119492161346,7.4769593186575305,7.477062243209647,7.660244834826141,7.591192565676021,7.481246442320168,7.520281787785654,7.520281787785654,7.580767141602734
